2,17,,,,,,,,,,,,,,,
Gene name,P35998,P35972,P35975,P10876,P36001,P36007,P35930,P35937,P10865,P35987,P35963,P35982,P10880,P36016,P35955,P35990
Xbp1,125.8134341,92.95982394,97.90354054,157.7260281,115.3306912,181.112121,119.5233933,117.8972045,132.9077978,151.6134286,134.1681791,126.1879963,125.3495181,94.38164187,162.9572845,123.3096168
Card9,1.098122242,1.123381558,0.874138755,1.199788394,0.528635712,0.660993142,0.747688787,1.09037877,1.463449225,0.324422458,0.968723315,0.411035818,1.602304558,0.646449602,0.550841525,0.888717959
Siah2,19.13870194,18.9570638,25.84953175,23.07285374,24.05292489,24.45674626,17.09002942,16.35568155,29.80114785,20.87117811,18.04247174,13.97521783,18.11836692,14.86834084,22.67630945,23.7732054
Mettl27,78.12355381,74.98571901,60.06582015,58.78963132,61.40984854,60.24480353,56.07665904,59.01675094,50.42247784,77.21254494,56.79140432,69.05401751,45.6040528,67.01527539,65.64194842,60.87718018
Ttll4,22.58994327,18.9570638,12.98720436,28.79492146,17.35687254,16.80811133,26.59635829,24.94241437,30.86547456,24.98052925,26.76098157,18.08557601,31.30656597,24.99605127,17.44331496,20.88487203
Abcd4,59.92609951,44.65441694,54.32147976,44.94591908,52.77546524,49.66891326,64.40804838,58.19896687,78.8932173,59.15302813,76.65023228,45.41945794,73.82926385,40.51084171,64.44845845,56.54468013
Gtpbp8,2.980617515,3.22972198,2.997047159,9.413724324,3.436132128,1.227558693,3.952069303,3.543731004,10.64326709,2.91980212,2.421808287,2.877250729,9.490573149,3.878697611,1.836138417,2.999423111
Nit1,129.42155,149.5501699,128.6232739,98.10577408,160.0004088,139.7528358,130.097849,109.3104717,151.7995969,131.4992362,138.7696148,108.5134561,127.3215852,102.7854867,143.861445,138.1956426
Pter,0.313749212,2.106340422,0.374630895,3.507073768,2.555072608,7.459779748,0.854501471,0.272594693,3.326020965,0.648844915,0.484361657,0.616553728,2.588338132,0.430966401,0.734455367,2.110705152
Pex11b,26.98243224,26.8207347,28.97145587,25.74930477,27.75337488,27.10071883,25.52823145,32.30247107,30.73243372,32.87480905,27.72970488,33.2939013,21.56948443,20.03993766,29.65363544,29.10551315
Smug1,5.647485818,2.246763116,2.622416264,2.676451033,3.171814272,2.17183461,1.281752207,2.725946926,4.257306836,4.217491951,2.906169944,2.055179092,2.341829738,6.033529617,5.049380648,1.888525662
Ltbr,120.9503213,102.2277218,106.2702972,102.8126362,134.4496827,124.4555659,123.4754626,141.8855375,156.3229854,147.8284999,135.3790832,118.7893515,126.7053143,98.90678908,118.6145418,130.7526297
Pomk,9.098727151,16.56987798,4.245816809,6.091233386,10.74892614,6.609931422,7.797325923,17.03716829,14.90057392,6.488449155,8.597419418,13.76969992,10.96962351,7.541912021,20.65655719,5.110128263
Clk3,66.35795836,75.82825518,70.05597735,70.23376677,72.33498658,55.24014117,81.28445243,69.37534926,113.6168762,73.75203872,87.18509832,56.31190713,78.63617752,74.77267061,86.39031253,72.76378288
Meaf6,4.078739757,4.633948928,3.996062879,4.614570747,5.550674975,5.476800321,4.379320039,4.361515081,6.519001092,4.974477685,3.148350773,3.493804457,3.204609115,5.387080015,4.406732202,4.887948773
N6amt1,7.059357272,5.195639707,5.244832529,9.136850079,4.493403551,6.137793463,5.874697613,8.041543431,6.918123608,8.759406359,6.902153617,5.754501459,8.134776985,7.326428821,5.600222173,6.221025712
Klhl25,34.98303715,12.63804253,12.23794257,14.2128779,7.841429727,11.14245583,12.17664596,22.21646745,31.66371959,26.71078235,27.97188571,19.9352372,26.25314391,21.54832006,34.42759532,10.77570525
Hpn,672.8351853,661.110047,681.4535978,610.6000013,694.5392195,631.8150163,690.1167505,649.1842604,916.6513781,639.1122417,725.0894011,655.8076484,768.4899167,556.377624,674.6890614,681.5355847
Scand1,80.00604908,87.06207076,90.41092264,73.18709205,125.8152994,92.6334675,108.6284995,91.45551936,133.3069203,88.13476768,110.0711866,61.86089068,86.27793772,56.67208176,84.64598104,113.3115397
Mutyh,1.725620667,0.842536169,0.74926179,0.461457075,0.352423808,1.038703509,0.961314155,1.226676117,2.261694256,1.297689831,2.78507953,1.027589546,1.602304558,1.508382404,0.918069209,0.999807704
G0s2,96.79163193,25.41650775,85.9153519,69.31085262,97.97381861,255.8987736,60.77641713,72.37389088,161.5115781,59.91001386,120.3638719,15.82487901,317.009794,48.05275374,118.1555072,49.76820569
Nudcd2,14.74621297,10.11043402,11.86331167,10.15205564,10.13218448,13.21986284,12.49708401,12.53935586,11.44151212,15.13971469,18.28465256,13.97521783,12.81843646,13.35995844,11.65947895,11.77551295
Arhgap8,0.470623818,1.123381558,0.624384825,1.661245469,1.850224992,0.660993142,1.92262831,0.954081424,9.978062896,1.189549012,1.331994558,1.438625365,0.986033574,0.646449602,1.00987613,1.999615407
Gstt3,1392.732752,807.430495,501.6307683,112.5955262,616.3892401,38.9041678,73.48712651,54.92783056,29.80114785,325.8282884,406.9848826,215.7938047,66.31075785,594.9491169,199.7718598,374.9278889
Ttc19,15.21683679,15.16565104,16.60863634,11.25955262,11.45377376,11.4257386,9.933579601,16.4919789,13.30408386,19.6816291,10.89813729,17.67454019,10.96962351,12.71350884,9.088885166,13.66403862
Tmc8,10.03997479,6.740289349,5.494586459,7.752478855,5.814992831,5.099089954,6.6223864,3.271136311,17.29530902,5.839604239,8.113057761,5.137947731,13.18819905,6.679979219,5.141187568,6.109935967
Mns1,5.333736606,6.740289349,4.870201634,0.276874245,12.24672733,12.18115933,8.438202026,8.723030163,0.798245032,8.002420624,4.117074087,6.576573096,0.73952518,4.094180812,5.967449856,7.10974367
Ell,31.68867042,31.45468363,28.22219408,22.42681383,21.85027609,32.10538119,27.77129781,44.02404285,54.94586635,31.03641512,40.5652888,25.27870284,44.49476502,45.03598893,28.00111086,27.66134647
Yeats4,26.51180842,27.66327087,17.4827751,18.64286582,24.14103084,19.26322872,27.45085976,24.94241437,22.35086089,22.38514958,21.79627458,14.79728947,17.62535013,21.97928646,21.85004717,24.99519259
Pxmp4,112.4790925,65.01570768,112.8887763,102.0743049,155.0664755,188.7607559,68.14649231,54.24634382,71.70901201,79.91606542,84.76329004,89.40029052,74.19902644,63.99851058,114.0241957,98.75878317
Clk1,83.77103963,149.2693245,112.0146376,140.0983679,86.96057461,59.4893828,130.5250997,68.96645722,168.4297017,97.86744142,171.5851171,58.77812204,163.1885565,104.9403187,178.7480749,90.31596256
Ncald,8.628103333,6.740289349,6.493602178,8.952267249,8.810595199,9.442759174,8.117763975,7.632651392,2.261694256,8.54312472,5.57015906,5.54898355,1.355796164,4.956113614,11.84309279,7.665192395
Ttc14,23.3743163,13.4805787,17.73252903,26.48763609,15.4185416,12.74772489,13.2447728,12.53935586,32.06284211,18.70836173,21.55409375,18.08557601,30.07402401,20.68638726,16.15801807,14.44166683
Lias,32.94366727,46.62033467,37.71284342,52.88298076,38.85472483,46.08066477,41.97738476,39.11733839,55.34498886,40.66094804,40.92856005,38.63736694,51.02723745,34.9082785,49.48393035,40.10339789
Katnbl1,3.294366727,4.072258149,3.871185914,4.337696502,3.52423808,3.116110527,2.777129781,3.407433657,3.592102643,3.676787854,4.722526159,4.726911913,3.204609115,6.249012818,2.478786863,2.888333366
Nme2,197.9757528,300.0832987,332.6722347,365.1048375,409.6045708,342.3000201,364.231252,234.8403277,340.9836694,279.0033137,273.7854268,248.0601165,301.972782,160.1040181,263.4858629,348.5996193
Cept1,161.7377188,170.7539969,169.7077954,146.3741841,153.4805684,151.9339951,129.4569729,100.3148469,109.625651,160.6972574,104.1377563,145.7121977,107.3544054,125.1957396,153.6847855,140.3063477
Tmem71,0.313749212,0.421268084,0.124876965,0.092291415,0.44052976,0.283282775,0.106812684,0.136297346,0.266081677,0.216281638,0.605452072,0.411035818,0.123254197,0.430966401,0.091806921,0.22217949
Il4ra,16.62870824,18.25495032,16.23400545,36.73198315,13.30399875,13.50314562,15.16740111,22.35276479,37.11839397,21.62816385,15.01521138,18.49661183,34.1414125,13.35995844,22.21727485,16.108013
Aldh8a1,376.6559291,240.6844989,214.9132567,289.0567116,187.8418896,209.3459709,253.5733115,293.5844839,220.4486696,234.7737186,255.137503,310.5375609,182.909228,210.3116038,196.6504245,256.7284003
Bach2,3.764990545,4.774371622,3.371678054,1.753536884,2.555072608,2.738400161,1.281752207,2.58964958,3.592102643,3.676787854,2.663989115,3.493804457,4.93016787,3.232248009,3.947697597,1.777435918
Ccdc124,71.22107115,63.75190343,77.29884132,70.14147536,85.55087938,71.85939732,74.8756914,71.5561068,117.2089788,76.13113675,85.85310377,65.56021305,104.5195588,98.47582268,85.10501564,64.32096227
Zfp790,11.60872085,14.04226948,12.98720436,21.31931685,12.07051542,9.065048807,11.21533181,9.54081424,16.09794147,13.30132077,8.839600247,11.0979671,14.42074102,9.265777626,12.57754816,12.33096168
Gpr108,25.25681157,21.90594039,21.22908404,19.84265421,15.85907136,13.59757321,22.00341288,22.62535948,27.80553527,35.57832953,69.74807866,16.85246856,30.1972782,25.85798407,32.1324223,22.44012846
Slc5a6,19.60932576,15.86776451,18.10715992,19.28890572,21.40974633,32.67194674,18.15815626,18.80903379,23.14910592,12.21991257,24.4602637,26.10077447,29.33449883,21.76380326,13.31200353,16.21910275
Recql4,8.941852545,5.757330486,12.73745043,12.64392385,8.634383295,13.78642839,11.53576986,8.859327509,19.55700328,7.786138986,10.05050439,5.754501459,11.58589449,8.188361623,11.0168305,11.22006423
Fam216a,7.686855696,8.144516297,12.1130656,5.906650556,6.519840447,6.51550383,10.78808107,5.86078589,5.055551867,7.461716528,3.63271243,3.288286548,5.916201444,3.878697611,6.242870619,8.442820609
Ift52,44.0817643,45.7777985,45.20546132,28.4257558,44.49350575,36.35462282,42.83188624,44.1603402,31.53067875,51.58317078,40.80746963,41.92565349,25.51361873,42.66567372,42.78202512,41.54756457
Timm50,100.8703717,119.0784452,116.3853314,93.02974626,124.1412864,108.8750133,110.4443151,119.3964754,104.70314,97.54301896,98.32541644,105.0196516,97.86383221,74.77267061,103.282786,115.3111552
Aldh1l1,2631.571516,1915.646402,1534.488146,1417.134676,1662.294996,1639.546275,1329.604289,842.4538974,1114.616146,1603.728349,979.1370903,1564.196807,665.4494082,1729.252685,1619.749505,1445.61085
Clmn,262.9218397,248.1269017,233.8945554,196.396131,264.0535381,291.2146929,225.4815757,212.8964549,135.8346962,244.1819699,226.5601652,239.6338822,165.9001488,270.2159336,219.1431201,222.5127589
Qrsl1,26.0411846,30.33130207,25.22514692,25.01097345,23.61239513,21.15178055,24.13966656,30.66690292,37.65055733,28.22475382,23.24935955,32.06079384,24.65083935,26.71991688,25.70593784,24.88410285
Hexim1,85.33978569,63.75190343,77.54859525,82.41623354,86.34383295,65.34389349,84.1683949,66.37680764,71.57597117,54.17855044,52.18996858,70.69816078,58.54574345,85.33134744,62.33689927,69.54218028
Adamdec1,0.470623818,1.685072337,0.374630895,1.015205564,0.264317856,0.472137959,0.534063419,0.408892039,8.381572833,1.189549012,0.605452072,1.027589546,2.095321345,0.215483201,0.091806921,1.110897449
Carmil1,37.49303085,26.68031201,24.35100817,16.0587062,18.76656777,11.99230415,18.90584505,31.89357903,61.3318266,6.812871612,49.88925071,36.99322366,39.31808876,38.35600971,38.283486,12.55314117
Mfn1,98.98787642,90.57263813,88.0382603,155.1418685,88.54648175,91.97247436,96.13141549,103.0407938,171.3566001,109.1140866,95.78251774,103.1699904,149.3840865,96.53647387,94.10209389,95.53718057
Ppan,21.64869563,18.53579571,22.97736155,28.05659014,33.48026176,35.5047745,28.62579928,29.30392945,44.56868094,21.52002303,25.79225825,16.23591483,30.3205324,21.76380326,22.49269561,30.2164106
Dmrtc1b,0.627498424,0.702113474,0.124876965,0.73833132,0.264317856,0.472137959,0.106812684,0.545189385,0.399122516,0.865126554,0.605452072,0.411035818,0.986033574,0.430966401,0.459034604,0.333269235
C7,30.43367357,45.07568502,31.46899517,12.82850668,42.11464505,45.32524404,50.30877411,49.88482874,17.02922734,50.17734013,44.68236289,34.93804457,7.518506001,32.96892969,28.18472471,43.54717998
Pnpla7,125.3428102,143.5119941,193.9339266,144.9898129,140.0884637,149.4788777,194.7195227,127.4380188,173.8843761,146.4226693,183.2097969,112.2127784,149.5073407,120.8860755,127.1525854,172.0780148
Rel,3.294366727,5.616907791,2.747293229,5.814359141,2.64317856,2.360689794,4.913383458,2.317054887,6.252919415,3.244224577,2.542898701,1.644143274,4.437151083,2.801281608,2.295173022,4.110320559
Pqlc3,4.706238181,3.370144675,4.870201634,0.646039905,12.15862137,5.854510688,1.281752207,1.09037877,0.399122516,3.893069493,1.695265801,1.644143274,2.218575541,0.430966401,0.642648446,4.554679539
Pccb,322.3773154,333.6443228,336.4185436,256.7547164,320.0889236,299.996459,260.836574,284.0436697,250.7819808,327.9911048,296.6715151,321.2244921,324.8980626,294.1345688,323.1603614,272.9475031
Jmjd8,9.098727151,10.25085672,9.740403268,10.5212213,7.665217823,7.554207339,8.331389342,11.1763824,22.88302424,10.81408192,10.05050439,10.89244919,10.35335253,10.34319363,12.02670663,9.220448823
Copz2,22.58994327,36.50990064,45.08058435,17.71995167,31.89435462,31.25553287,33.53918274,39.93512246,52.15200874,45.74356654,22.15954582,23.42904165,18.73463791,26.28895047,41.86395591,36.32634657
Sdhb,401.5989915,441.0676843,425.0811888,437.9227639,427.7543969,412.3652931,437.2911278,350.9656667,410.0318646,398.1744965,421.6368227,396.4440469,410.313221,325.3796329,421.9446083,425.806992
Rspo3,3.451241333,5.336062402,5.369709494,5.445193482,6.696052351,3.588248486,3.418005884,2.58964958,3.725143481,6.164026697,2.058537044,3.699322366,3.944134296,2.585798407,3.855890676,4.554679539
Btbd1,27.76680527,22.88889925,24.6007621,35.16302909,24.2291368,25.02331181,25.10098071,23.30684622,33.12716882,30.17128857,27.48752405,24.25111329,28.22521105,39.86439211,24.05341327,23.55102591
Rabl2,4.078739757,4.072258149,3.746308949,1.938119714,1.585907136,8.404055665,5.767884929,3.68002835,2.660816772,7.13729407,5.327978231,4.110358185,0.986033574,3.44773121,4.865766806,4.554679539
As3mt,139.6183994,162.8903259,170.7068111,530.2141788,157.7096541,144.7574981,166.2005361,150.4722703,529.6355785,205.791979,130.6565571,163.7977737,447.1662258,93.73519226,183.338421,173.7443609
Gm12258,3.608115939,2.668031201,4.245816809,6.552690461,2.64317856,2.077407018,4.913383458,2.862244272,9.711981219,6.272167516,8.113057761,4.315876094,8.627793772,3.232248009,4.682152964,3.66596158
Ndufv2,712.2107115,914.7134338,974.4149577,277.7048676,938.0640708,840.4999941,944.6513762,744.7287001,220.9808329,721.1911235,914.1115378,679.0311721,218.036674,583.313024,702.8737861,820.5088555
Cyp51,151.0702456,320.7254349,162.7146854,157.3568625,149.8682243,136.7311528,187.4562602,231.1602993,200.2264621,421.4247726,173.1592925,681.497387,309.2447796,188.7632837,197.2930729,29.99423111
S100a1,20.39369879,22.18678578,17.1081442,16.7047461,19.29520349,22.94590479,12.71070938,11.31267974,10.77630793,13.08503913,21.67518417,12.12555665,9.86033574,11.63609283,13.95465197,19.88506433
Clk4,27.76680527,51.25428359,45.20546132,49.28361558,29.25117606,28.98927066,46.57033017,38.43585165,75.70023717,31.57711922,68.90044576,22.81248793,78.01990654,51.06951854,39.75239673,35.32653886
Rbm25,76.86855696,69.930502,79.04711883,71.80272082,115.683115,97.35484709,80.32313828,80.688029,104.1709766,62.82981598,100.2628631,68.43746378,80.36173628,134.8924836,68.02892836,75.20775726
Unc50,69.18170127,65.99866655,76.67445649,71.52584658,83.78876034,68.74328679,74.98250408,58.06266952,60.79966325,70.07525087,73.13861026,59.39467577,52.8760504,43.31212332,63.3467754,79.7624368
Hmbs,105.8903591,113.0402693,109.7668522,58.14359141,116.7403864,95.65515043,111.1920039,123.0765037,71.44293034,118.5223379,113.2195374,94.74375616,56.20391372,94.81260827,121.4605563,104.9798089
Slc39a11,34.04178951,26.53988931,24.72563906,33.50178362,26.6079975,22.56819443,24.46010461,27.12317191,20.08916663,34.8213438,20.70646085,30.41665057,19.96717987,32.32248009,23.96160635,24.99519259
Dnali1,1.725620667,2.387185811,2.747293229,1.199788394,2.026436896,0.849848326,0.747688787,0.408892039,1.330408386,2.487238843,1.210904143,2.055179092,1.355796164,2.585798407,1.468910734,0.999807704
Ptges2,28.23742909,28.78665243,30.09534856,45.03821049,29.07496416,26.2508705,38.23894083,35.98249942,55.07890719,32.33410495,36.3271243,39.66495648,41.29015591,25.42701767,33.50952612,31.99384652
Foxa3,23.84494012,18.9570638,26.59879354,76.14041733,39.38336054,52.69059619,40.48200719,35.98249942,39.91225158,22.16886795,27.8507953,31.64975802,48.19239093,20.03993766,38.65071368,32.77147473
Cnih1,31.68867042,39.73962262,43.20742988,42.73092512,33.2159439,36.44905041,41.97738476,35.84620207,28.6037803,41.30979295,43.47145875,27.33388193,25.14385614,59.90432977,31.03073925,36.54852606
Slc45a3,11.60872085,19.65917727,10.48966506,23.07285374,7.577111871,5.004662362,9.399516181,28.75874007,12.23975715,13.30132077,9.445052318,14.38625365,20.95321345,12.28254243,14.04645889,9.664807802
Suco,34.04178951,24.01228081,25.10026996,53.80589491,39.47146649,80.26345298,30.65524027,21.26238602,13.03800218,21.41188221,38.74893259,46.44704749,14.05097843,47.40630413,21.02378488,29.99423111
Eif1,565.3760802,638.6424159,860.1525347,577.0982176,1009.782316,909.0544257,800.5610657,454.5516499,454.0683822,655.117083,629.4279737,482.7615688,452.4661562,694.5023556,613.0866175,729.6374442
Fbxw2,70.27982351,73.16022398,83.54268957,63.58878489,89.42754127,70.63183862,74.66206603,65.28642887,73.97070627,80.78119198,65.0255525,87.55062934,51.27374585,82.53006583,76.01613048,69.0978213
Akr7a5,141.5008947,156.8521501,142.734371,162.802056,133.4805173,133.2373319,113.1146322,157.1508403,129.448736,130.8503913,124.9653076,184.5550825,127.5680936,125.4112228,156.7144139,122.5319886
Trappc1,41.10114678,39.17793184,38.33722825,41.80801097,46.07941289,44.38096812,40.58881987,41.84328531,53.61545796,38.17370919,38.62784217,36.78770575,53.24581299,28.22829928,42.50660436,41.43647483
Gltpd2,90.51664769,80.88347219,108.2683286,187.720738,140.9695232,136.6367253,125.2912782,79.18875819,122.5306124,92.135978,92.51307655,100.4982576,148.3980529,74.55718741,101.7220683,108.9790397
Fxyd1,26.66868303,39.31835454,61.06483587,296.3477334,36.82828793,29.93354658,42.93869892,31.07579495,257.8331452,50.82618504,35.11622016,30.00561475,247.6176813,37.2785937,36.26373374,40.10339789
Uqcc3,38.9049023,42.26723113,47.95275455,35.62448617,51.71819382,40.50943686,54.79490683,25.8964958,37.65055733,34.49692134,49.52597946,25.89525656,44.61801922,34.6927953,36.72276835,43.88044922
Psmg2,21.80557024,31.03341555,25.35002389,21.78077393,26.4317856,20.20750463,25.42141876,22.89795418,19.95612579,24.65610679,28.21406654,22.1959342,22.6787722,17.88510565,23.50257174,25.43955157
1110038F14Rik,20.23682418,35.24609639,19.23105261,18.27370016,30.04412963,19.16880112,30.65524027,22.35276479,31.92980127,18.16765763,22.52281707,30.21113266,21.32297604,19.17800485,19.09583954,23.66211565
Rpp30,6.74560806,10.39127941,6.993110038,10.89038696,9.515442815,4.626951995,10.36083034,9.949706279,10.51022625,7.353575709,7.507605689,11.30348501,12.44867387,10.77416003,8.262622878,5.887756477
Dennd1a,34.82616254,35.80778717,27.34805533,38.3009372,33.74457961,36.44905041,23.1783524,41.16179858,53.08329461,35.36204789,27.24534323,41.10358185,40.79713912,36.2011777,30.11267004,30.54967983
Pnn,30.74742279,30.05045668,32.21825696,44.94591908,22.2026999,22.47376683,41.12288329,35.70990473,77.69584975,46.28427064,66.96299913,28.15595357,53.24581299,72.4023554,38.37529292,27.55025672
Alkbh1,4.706238181,5.616907791,10.11503416,6.275816216,4.581509503,4.910234771,6.515573717,5.588191198,6.519001092,4.974477685,6.902153617,5.754501459,3.944134296,7.326428821,4.22311836,6.109935967
Zfp709,8.941852545,5.897753181,10.86429595,10.15205564,7.665217823,6.51550383,10.04039228,9.268219548,5.321633545,11.7873493,9.566142733,8.01519846,6.285964034,4.094180812,8.721657482,9.553718057
Nxpe3,32.15929424,31.45468363,27.72268622,0.830622734,30.66087129,7.743062523,16.98321674,22.76165683,0.93128587,32.44224577,29.18278986,38.22633112,0.986033574,37.2785937,41.31311439,7.998461629
Furin,249.9012474,173.9837188,179.0735678,257.4007563,150.0444362,164.5872924,179.765747,246.8344941,268.742494,280.7335668,164.4407827,281.7650536,201.7671201,234.0147559,241.5440088,165.5237198
Tsga10,3.451241333,4.212680843,4.995078599,3.783948013,4.845827359,4.060386445,2.670317097,4.225217735,2.92689845,3.027942939,2.542898701,1.438625365,2.588338132,3.016764808,1.285296892,4.665769284
Nr0b2,94.59538745,13.340156,43.58206077,47.62237011,10.30839638,22.00162888,48.06570775,6.133380583,89.53648439,62.18097107,146.8826726,17.05798647,97.49406962,15.73027364,60.31714701,41.54756457
Elp6,5.019987394,6.880712044,5.744340389,6.829564706,5.991204735,5.099089954,4.592945407,6.405975276,4.922511029,5.407040962,3.027260358,4.726911913,6.655726624,4.309664012,6.610098302,4.887948773
Atp5b,3105.019078,3581.902098,3543.259004,3359.13063,3480.449421,3441.035871,3484.016123,2919.35286,2680.905939,3134.569787,2884.979122,3145.451601,2362.906206,2061.52778,3483.154578,3466.999847
Mrpl55,27.29618145,34.82482831,34.34116537,32.94803513,34.27321532,29.36698103,33.00511932,30.53060557,26.60816772,29.41430283,31.2413269,27.12836402,25.26711033,18.10058885,33.60133304,33.99346192
Srd5a3,22.58994327,28.22496165,23.60174638,19.10432289,31.10140105,22.66262202,23.71241582,22.35276479,25.67688185,25.73751498,24.4602637,23.63455956,15.40677459,17.45413925,27.90930394,25.77282081
Hacd2,159.8552236,167.1030068,199.678267,110.7496979,155.8594291,150.1398709,160.9667146,208.6712372,131.8434711,147.9366407,180.0614461,171.4019363,151.7259162,202.5542086,225.6614115,124.531604
Dnajc12,58.35735345,59.96049067,66.80917626,61.09691669,41.85032719,14.8251319,39.20025498,49.33963936,43.50435423,66.2903222,33.42095436,54.66776386,38.94832617,26.28895047,69.31422525,43.21391075
Prep,54.12173909,47.60329353,52.44832529,32.57886947,40.88116172,53.44601693,37.49125204,57.38118279,54.01458048,56.12508519,42.50273543,56.92846086,52.13652522,62.49012818,61.32702314,35.21544912
Ube2v2,15.530586,22.32720847,18.60666778,18.18140874,19.55952134,18.22452521,22.85791435,15.67419482,15.43273728,19.78976992,19.13228547,12.53659246,17.00907915,34.4773121,13.58742429,15.88583351
Serpind1,1105.495349,1121.415641,1004.635183,1062.366477,860.4427271,952.0189799,1117.260673,1265.384563,975.9875921,1203.174755,1087.513011,1180.700389,1010.684413,982.6033948,1106.181589,1024.136358
Ak3,162.6789665,156.430882,132.6193368,160.587062,131.1897625,85.07926016,118.1348284,140.3862667,113.0847128,162.8600738,128.59802,238.4007747,125.9657891,185.1000693,133.5790699,89.09397537
Ap5s1,6.274984242,4.212680843,8.117002723,4.983736407,6.784158303,5.193517546,6.408761033,5.315596505,4.390347674,5.947745058,7.749786518,5.137947731,5.66969305,7.326428821,6.242870619,5.332307753
Med27,10.51059861,13.4805787,15.35986669,8.675393005,14.80179993,11.80344897,13.2447728,14.03862667,18.09355405,10.05709619,11.0192277,10.48141337,16.51606236,11.63609283,12.57754816,11.77551295
Bmp5,4.078739757,8.706207076,6.243848249,4.706862162,6.872264255,3.965958853,4.592945407,2.998541618,1.596490063,2.703520481,1.574175386,2.877250729,1.109287771,4.956113614,4.773959885,4.332500049
Rbm10,60.39672333,43.25018999,43.95669167,65.15773895,54.80190214,52.5961686,52.3382151,55.60931729,78.62713562,43.58075016,54.73286728,50.76292358,58.91550604,58.18046416,56.92029094,50.21256467
Sirt5,101.3409955,109.3892792,69.93110038,37.56260588,84.31739605,91.21705362,97.62679306,90.36514059,40.17833326,101.6523701,98.32541644,101.1148113,38.82507197,82.31458263,95.9382323,77.42955216
Tsn,35.29678636,28.50580704,31.7187491,36.54740032,27.57716297,29.17812585,30.54842759,30.80320026,37.65055733,39.14697657,30.99914607,35.34908039,31.06005758,40.72632491,32.86687767,28.66115417
Mipol1,35.92428479,52.93935593,45.58009221,41.71571955,42.90759862,38.43202984,36.63675057,51.92928894,56.54235641,48.77150948,35.35840099,43.15876094,47.94588253,35.7702113,27.7256901,45.88006462
Eif3k,77.49605539,104.895753,103.27325,105.1199216,107.1368376,94.71087452,100.9379863,82.86878654,119.8697956,74.94158774,92.0287149,64.94365932,95.02898569,50.85403534,82.90164954,109.3123089
Rexo4,22.58994327,22.60805386,13.86134311,14.02829507,20.70489872,13.21986284,15.06058843,20.17200725,20.08916663,26.81892317,12.95667433,15.00280737,15.65328299,31.24506409,20.56475027,14.1083976
Mitd1,15.05996218,21.20382691,18.48179082,12.92079809,18.67846182,14.9195595,19.97397189,19.49052052,13.96928805,30.17128857,26.76098157,22.81248793,12.69518226,12.49802564,16.61705268,19.77397458
Sall2,5.333736606,2.246763116,2.372662334,3.322490938,3.259920224,5.476800321,3.3111932,8.723030163,5.587715222,15.13971469,6.538882374,4.521394003,1.972067148,0.646449602,11.0168305,4.887948773
Phc1,8.784977939,8.284938992,5.619463424,6.275816216,7.224688063,6.704359014,5.340634194,4.225217735,2.660816772,7.029153251,6.902153617,6.987608914,3.820880099,6.895462419,4.406732202,6.221025712
Mrpl43,70.1229489,88.60672041,89.91141478,77.15562289,87.92974008,64.30518998,88.97496567,68.14867315,87.27479013,77.75324904,80.16185429,70.69816078,71.8571967,56.02563216,80.5146696,84.65038558
Cptp,7.373106484,5.476485096,9.365772373,7.29102178,8.722489247,8.498483257,11.42895717,10.22230097,10.37718541,14.38272896,11.50358936,12.53659246,9.983589936,6.033529617,9.731533612,8.442820609
Ptcd3,82.82979199,110.7935062,98.52792536,95.24474022,87.48921032,87.91208791,94.63603792,125.3935586,80.88882988,102.0849334,88.03273122,116.3231366,79.74546529,79.29781782,93.2758316,93.20429593
Tmcc2,2.980617515,7.723248213,3.496555019,5.260610652,5.903098783,3.021682936,4.913383458,5.86078589,1.463449225,1.297689831,3.390531601,3.699322366,1.848812951,7.541912021,3.580469914,3.221602601
Hspa1l,6.588733454,4.633948928,29.09633284,3.599365183,39.20714864,16.52482855,10.25401765,6.133380583,2.394735095,9.300110455,13.68321682,4.932429822,1.972067148,10.34319363,11.10863742,13.55294887
Acsm2,470.6238181,417.1958262,406.349644,552.8255755,535.8604,479.9754488,460.7899182,357.0990473,297.3462743,444.2424855,394.7547507,397.4716365,766.2713412,282.498476,335.4624888,380.1491069
Aass,575.8866788,488.6709778,372.3831095,577.2828005,268.0183059,512.4585404,264.7886433,240.7011135,284.1752313,320.2049658,184.2996106,278.2712491,239.9759211,270.0004504,232.4551236,417.3641714
Ackr3,13.17746691,38.47581837,28.59682498,10.98267838,22.81944157,17.46910447,23.71241582,20.3083046,0.532163354,11.03036356,6.659972789,23.01800584,2.834846525,20.47090406,8.079009036,16.77455147
Slc17a4,70.27982351,75.4069871,59.94094319,29.6255442,67.84158303,51.65189268,44.64770186,47.97666589,69.71339943,66.50660384,75.43932813,62.88848023,33.03212473,26.07346727,74.8226405,61.98807763
Ippk,12.07934467,8.284938992,8.866264513,8.952267249,8.810595199,15.10841468,8.224576659,12.40305851,8.381572833,8.867547178,7.144334446,10.27589546,7.641760198,6.679979219,8.813464403,9.998077037
Dap,133.6571644,138.4567771,117.3843471,147.2048068,117.8857638,143.9076498,126.359405,141.2040508,104.70314,173.1334516,130.8987379,149.8225558,106.3683718,128.2125044,141.4744651,128.7530143
Psph,12.54996848,12.21677445,11.11404988,24.36493354,11.80619757,8.592910849,10.36083034,14.44751871,13.4371247,9.840814551,10.1715948,15.20832528,17.50209594,13.14447524,9.272499007,9.886987292
